Density,Viscosity,Oil Saturation,Net Thickness,Permeability,Depth,EOR Process,,,,,,,,,,,
17,108,40,7,86,741,0,,,,,,,,,,,
25,290,61,6,70,549,0,,,,,,,,,,,
12,358,54,8,79,700,0,,,,,,,,,,,
12,376,49,4,90,667,0,,,,,,,,,,,
14,957,43,6,75,956,1,,,,,,,,,,,
11,753,73,3,88,913,1,,,,,,,,,,,
17,653,55,6,70,845,1,,,,,,,,,,,
34,571,55,3,86,663,1,,,,,,,,,,,
22,904,58,9,74,416,1,,,,,,,,,,,
15,899,42,10,85,697,1,,,,,,,,,,,
13,687,59,8,69,537,1,,,,,,,,,,,
21,672,50,4,88,487,1,,,,,,,,,,,
13,810,52,3,95,187,1,,,,,,,,,,,
10,604,48,5,82,184,1,,,,,,,,,,,
35,693,40,3,59,927,1,,,,,,,,,,,
31,803,43,7,68,294,1,,,,,,,,,,,
16,524,54,5,53,534,1,,,,,,,,,,,
23,744,53,4,63,559,1,,,,,,,,,,,
29,575,66,4,62,837,1,,,,,,,,,,,
31,686,65,4,70,960,1,,,,,,,,,,,
26,918,68,8,63,250,1,,,,,,,,,,,
34,923,49,7,98,214,1,,,,,,,,,,,
30,909,40,7,96,521,1,,,,,,,,,,,
39,517,77,4,74,713,1,,,,,,,,,,,
34,815,41,9,81,677,1,,,,,,,,,,,
14,887,71,6,66,301,1,,,,,,,,,,,
38,758,79,3,94,550,1,,,,,,,,,,,
30,679,78,8,80,462,1,,,,,,,,,,,
11,840,60,10,86,386,1,,,,,,,,,,,
38,839,56,5,74,626,1,,,,,,,,,,,
36,504,76,3,89,258,1,,,,,,,,,,,
38,803,40,6,56,240,1,,,,,,,,,,,
31,692,57,6,84,868,1,,,,,,,,,,,
27,720,43,3,73,454,1,,,,,,,,,,,
21,793,75,8,58,807,1,,,,,,,,,,,
18,972,42,3,81,465,1,,,,,,,,,,,
23,603,63,5,81,421,1,,,,,,,,,,,
26,757,63,3,76,436,1,,,,,,,,,,,
21,683,51,10,75,530,1,,,,,,,,,,,
25,961,60,9,70,539,1,,,,,,,,,,,
28,791,42,9,77,569,1,,,,,,,,,,,
19,839,69,10,59,687,1,,,,,,,,,,,
14,682,69,4,61,302,1,,,,,,,,,,,
11,965,40,4,81,400,1,,,,,,,,,,,
17,883,54,5,68,461,1,,,,,,,,,,,
35,645,72,6,74,310,1,,,,,,,,,,,
14,664,76,6,79,329,1,,,,,,,,,,,
24,776,48,10,91,711,1,,,,,,,,,,,
20,574,80,10,79,235,1,,,,,,,,,,,
38,774,63,9,70,722,1,,,,,,,,,,,
14,752,71,9,77,547,1,,,,,,,,,,,
16,698,53,6,78,373,1,,,,,,,,,,,
37,923,75,8,86,267,1,,,,,,,,,,,
17,605,49,7,84,827,1,,,,,,,,,,,
32,664,67,10,63,906,1,,,,,,,,,,,
37,512,59,9,76,527,1,,,,,,,,,,,
11,788,43,8,73,807,1,,,,,,,,,,,
28,873,54,3,100,635,1,,,,,,,,,,,
15,701,74,8,79,344,1,,,,,,,,,,,
14,592,43,6,79,707,1,,,,,,,,,,,
25,708,40,6,66,868,1,,,,,,,,,,,
37,608,59,8,75,199,1,,,,,,,,,,,
37,647,59,4,87,990,1,,,,,,,,,,,
36,783,80,6,70,871,1,,,,,,,,,,,
11,783,67,10,80,306,1,,,,,,,,,,,
34,854,59,6,72,694,1,,,,,,,,,,,
22,634,43,5,80,688,1,,,,,,,,,,,
23,826,76,8,69,820,1,,,,,,,,,,,
19,752,69,6,51,284,1,,,,,,,,,,,
28,690,65,6,68,965,1,,,,,,,,,,,
19,504,74,9,53,670,1,,,,,,,,,,,
34,593,78,9,100,391,1,,,,,,,,,,,
15,825,72,7,89,632,1,,,,,,,,,,,
11,631,43,8,75,482,1,,,,,,,,,,,
20,835,57,7,85,732,1,,,,,,,,,,,
12,787,73,3,96,390,1,,,,,,,,,,,
32,556,71,3,57,493,1,,,,,,,,,,,
28,577,72,10,87,797,1,,,,,,,,,,,
11,676,50,8,78,589,1,,,,,,,,,,,
35,620,58,8,65,581,1,,,,,,,,,,,
24,757,44,7,70,917,1,,,,,,,,,,,
37,976,56,9,89,713,1,,,,,,,,,,,
10,691,54,8,85,534,1,,,,,,,,,,,
24,943,46,9,61,350,1,,,,,,,,,,,
17,590,46,9,89,840,1,,,,,,,,,,,
19,951,43,9,50,999,1,,,,,,,,,,,
14,630,64,3,81,708,1,,,,,,,,,,,
17,844,53,9,71,645,1,,,,,,,,,,,
32,955,53,8,88,556,1,,,,,,,,,,,
27,507,40,7,70,638,1,,,,,,,,,,,
26,810,56,7,59,487,1,,,,,,,,,,,
30,501,65,10,97,332,1,,,,,,,,,,,
19,605,77,4,89,448,1,,,,,,,,,,,
11,597,65,4,76,367,1,,,,,,,,,,,
21,964,76,10,64,719,1,,,,,,,,,,,
31,511,60,8,61,635,1,,,,,,,,,,,
22,569,46,10,66,995,1,,,,,,,,,,,
30,578,71,6,84,398,1,,,,,,,,,,,
10,820,57,6,92,887,1,,,,,,,,,,,
32,533,62,8,89,651,1,,,,,,,,,,,
16,910,58,4,73,875,1,,,,,,,,,,,
32,618,57,3,50,664,1,,,,,,,,,,,
21,731,53,8,64,584,1,,,,,,,,,,,
32,605,48,4,52,970,1,,,,,,,,,,,
33,676,77,4,62,315,1,,,,,,,,,,,
32,658,67,4,98,754,1,,,,,,,,,,,
35,841,48,6,89,155,1,,,,,,,,,,,
20,670,47,5,81,420,1,,,,,,,,,,,
10,675,73,9,52,302,1,,,,,,,,,,,
12,574,43,10,93,448,1,,,,,,,,,,,
15,610,48,8,93,355,1,,,,,,,,,,,
13,508,74,7,83,863,1,,,,,,,,,,,
20,857,49,9,76,156,1,,,,,,,,,,,
32,936,78,10,77,285,1,,,,,,,,,,,
23,982,57,7,67,847,1,,,,,,,,,,,
38,955,40,6,83,764,1,,,,,,,,,,,
18,964,72,9,61,674,1,,,,,,,,,,,
25,838,70,5,78,517,1,,,,,,,,,,,
15,531,43,5,99,170,1,,,,,,,,,,,
37,865,75,4,87,185,1,,,,,,,,,,,
14,737,63,7,89,318,1,,,,,,,,,,,
20,982,61,9,94,872,1,,,,,,,,,,,
32,541,52,4,90,394,1,,,,,,,,,,,
17,509,62,4,58,530,1,,,,,,,,,,,
32,670,65,5,92,578,1,,,,,,,,,,,
31,600,79,6,76,231,1,,,,,,,,,,,
33,686,75,10,89,240,1,,,,,,,,,,,
14,597,63,10,90,313,1,,,,,,,,,,,
24,847,47,8,53,482,1,,,,,,,,,,,
29,763,72,7,92,376,1,,,,,,,,,,,
21,566,73,9,87,228,1,,,,,,,,,,,
32,579,75,10,80,812,1,,,,,,,,,,,
40,686,71,7,96,391,1,,,,,,,,,,,
27,986,77,6,81,515,1,,,,,,,,,,,
37,799,63,8,55,656,1,,,,,,,,,,,
28,920,76,7,88,859,1,,,,,,,,,,,
17,668,72,6,95,974,1,,,,,,,,,,,
24,762,46,3,73,969,1,,,,,,,,,,,
25,656,52,7,80,716,1,,,,,,,,,,,
14,835,78,6,93,342,1,,,,,,,,,,,
31,504,76,4,91,689,1,,,,,,,,,,,
38,551,51,3,52,300,1,,,,,,,,,,,
16,765,51,4,79,610,1,,,,,,,,,,,
13,848,79,3,83,447,1,,,,,,,,,,,
10,811,59,7,90,537,1,,,,,,,,,,,
24,672,54,8,63,646,1,,,,,,,,,,,
10,658,54,9,69,706,1,,,,,,,,,,,
10,774,48,3,81,693,1,,,,,,,,,,,
30,546,49,4,84,808,1,,,,,,,,,,,
37,541,52,10,65,485,1,,,,,,,,,,,
21,659,57,4,88,990,1,,,,,,,,,,,
26,652,62,6,54,460,1,,,,,,,,,,,
32,657,51,10,84,982,1,,,,,,,,,,,
39,588,63,5,83,810,1,,,,,,,,,,,
29,540,62,4,50,475,1,,,,,,,,,,,
35,517,61,8,64,442,1,,,,,,,,,,,
17,844,43,7,66,458,1,,,,,,,,,,,
34,836,47,8,70,477,1,,,,,,,,,,,
10,747,63,10,78,632,1,,,,,,,,,,,
11,540,79,7,63,251,1,,,,,,,,,,,
10,732,67,3,54,560,1,,,,,,,,,,,
15,759,72,3,59,270,1,,,,,,,,,,,
15,585,45,5,67,866,1,,,,,,,,,,,
38,724,64,8,86,950,1,,,,,,,,,,,
11,773,50,10,50,671,1,,,,,,,,,,,
40,509,51,7,79,768,1,,,,,,,,,,,
35,837,62,3,50,464,1,,,,,,,,,,,
19,546,77,3,93,344,1,,,,,,,,,,,
38,663,59,3,86,856,1,,,,,,,,,,,
19,828,48,7,92,990,1,,,,,,,,,,,
16,1000,68,3,86,780,1,,,,,,,,,,,
10,819,68,4,50,750,1,,,,,,,,,,,
14,695,67,5,58,764,1,,,,,,,,,,,
18,996,51,5,77,999,1,,,,,,,,,,,
29,797,52,3,57,280,1,,,,,,,,,,,
39,997,63,7,50,897,1,,,,,,,,,,,
28,751,59,8,54,776,1,,,,,,,,,,,
18,901,65,4,87,587,1,,,,,,,,,,,
34,583,45,9,66,298,1,,,,,,,,,,,
14,834,79,6,97,517,1,,,,,,,,,,,
10,712,78,9,57,898,1,,,,,,,,,,,
23,511,62,6,81,409,1,,,,,,,,,,,
31,645,43,7,97,349,1,,,,,,,,,,,
15,698,54,10,68,464,1,,,,,,,,,,,
14,845,80,3,100,406,1,,,,,,,,,,,
24,582,47,4,68,809,1,,,,,,,,,,,
38,852,54,7,62,941,1,,,,,,,,,,,
14,962,56,6,80,991,1,,,,,,,,,,,
24,1000,66,8,92,814,1,,,,,,,,,,,
29,901,49,5,54,688,1,,,,,,,,,,,
26,929,63,6,94,223,1,,,,,,,,,,,
28,546,43,6,63,307,1,,,,,,,,,,,
11,575,74,4,100,405,1,,,,,,,,,,,
17,500,73,5,74,780,1,,,,,,,,,,,
31,773,64,10,97,833,1,,,,,,,,,,,
24,755,54,10,76,574,1,,,,,,,,,,,
16,544,65,5,79,233,1,,,,,,,,,,,
17,503,66,7,57,718,1,,,,,,,,,,,
16,517,64,6,59,935,1,,,,,,,,,,,
12,786,77,9,55,357,1,,,,,,,,,,,
28,848,55,6,69,449,1,,,,,,,,,,,
35,760,44,7,60,371,1,,,,,,,,,,,
10,640,70,6,51,890,1,,,,,,,,,,,
20,928,58,10,91,910,1,,,,,,,,,,,
12,646,40,5,93,347,1,,,,,,,,,,,
28,784,58,4,82,844,1,,,,,,,,,,,
35,669,52,9,88,177,1,,,,,,,,,,,
34,630,53,3,97,930,1,,,,,,,,,,,
34,710,51,10,89,732,1,,,,,,,,,,,
10,879,53,5,71,904,1,,,,,,,,,,,
15,696,66,7,50,709,1,,,,,,,,,,,
14,781,41,10,70,203,1,,,,,,,,,,,
27,954,63,3,90,679,1,,,,,,,,,,,
12,732,55,9,79,406,1,,,,,,,,,,,
40,569,58,3,100,882,1,,,,,,,,,,,
30,742,50,7,78,418,1,,,,,,,,,,,
26,733,47,7,86,753,1,,,,,,,,,,,
40,983,44,4,68,476,1,,,,,,,,,,,
32,837,51,6,57,662,1,,,,,,,,,,,
10,704,43,8,51,602,1,,,,,,,,,,,
16,929,67,3,55,220,1,,,,,,,,,,,
13,972,74,5,69,387,1,,,,,,,,,,,
40,821,50,9,77,775,1,,,,,,,,,,,
21,984,49,3,80,154,1,,,,,,,,,,,
32,648,65,5,63,725,1,,,,,,,,,,,
30,743,61,7,87,990,1,,,,,,,,,,,
39,960,44,7,57,394,1,,,,,,,,,,,
16,816,40,8,84,368,1,,,,,,,,,,,
20,769,78,4,76,515,1,,,,,,,,,,,
22,767,79,8,56,978,1,,,,,,,,,,,
32,504,49,9,83,366,1,,,,,,,,,,,
15,840,43,8,80,765,1,,,,,,,,,,,
39,599,57,7,68,331,1,,,,,,,,,,,
18,754,46,4,97,182,1,,,,,,,,,,,
33,805,45,9,85,354,1,,,,,,,,,,,
18,587,58,10,82,763,1,,,,,,,,,,,
25,622,79,7,52,720,1,,,,,,,,,,,
28,909,44,6,80,680,1,,,,,,,,,,,
26,792,71,9,76,461,1,,,,,,,,,,,
26,961,58,4,60,983,1,,,,,,,,,,,
15,551,45,4,80,985,1,,,,,,,,,,,
12,779,46,6,61,320,1,,,,,,,,,,,
35,839,47,3,76,849,1,,,,,,,,,,,
17,949,76,7,93,546,1,,,,,,,,,,,
13,673,70,5,87,832,1,,,,,,,,,,,
13,850,71,4,50,245,1,,,,,,,,,,,
20,717,74,6,84,373,1,,,,,,,,,,,
31,662,58,5,71,506,1,,,,,,,,,,,
32,858,46,5,67,455,1,,,,,,,,,,,
18,833,63,6,61,430,1,,,,,,,,,,,
34,938,53,10,79,717,1,,,,,,,,,,,
22,822,80,8,83,437,1,,,,,,,,,,,
29,878,72,3,70,337,1,,,,,,,,,,,
28,986,52,8,52,896,1,,,,,,,,,,,
11,627,61,6,99,262,1,,,,,,,,,,,
12,1000,65,7,86,731,1,,,,,,,,,,,
30,890,74,3,70,243,1,,,,,,,,,,,
25,928,77,9,96,686,1,,,,,,,,,,,
12,510,60,6,89,732,1,,,,,,,,,,,
29,619,52,10,88,232,1,,,,,,,,,,,
29,553,66,9,76,646,1,,,,,,,,,,,
23,689,57,4,65,192,1,,,,,,,,,,,
35,546,70,9,70,598,1,,,,,,,,,,,
11,660,42,9,78,373,1,,,,,,,,,,,
14,676,56,6,100,247,1,,,,,,,,,,,
38,655,50,3,92,770,1,,,,,,,,,,,
17,958,60,7,59,384,1,,,,,,,,,,,
16,689,64,7,73,566,1,,,,,,,,,,,
27,936,80,4,72,579,1,,,,,,,,,,,
21,690,63,3,91,284,1,,,,,,,,,,,
40,645,59,5,77,773,1,,,,,,,,,,,
17,744,43,4,81,661,1,,,,,,,,,,,
34,880,43,7,80,924,1,,,,,,,,,,,
15,949,52,7,80,169,1,,,,,,,,,,,
33,710,51,3,84,187,1,,,,,,,,,,,
17,790,55,4,100,363,1,,,,,,,,,,,
36,887,61,3,53,616,1,,,,,,,,,,,
16,755,42,5,68,882,1,,,,,,,,,,,
26,643,54,5,89,496,1,,,,,,,,,,,
19,767,66,10,76,916,1,,,,,,,,,,,
28,769,48,8,84,642,1,,,,,,,,,,,
34,581,48,7,77,640,1,,,,,,,,,,,
11,529,67,10,88,785,1,,,,,,,,,,,
33,503,40,10,84,769,1,,,,,,,,,,,
34,729,69,4,53,242,1,,,,,,,,,,,
11,584,47,5,59,932,1,,,,,,,,,,,
28,899,62,3,89,376,1,,,,,,,,,,,
22,678,70,8,61,813,1,,,,,,,,,,,
23,965,78,3,60,832,1,,,,,,,,,,,
29,931,68,9,68,864,1,,,,,,,,,,,
26,815,50,9,67,551,1,,,,,,,,,,,
37,965,62,4,62,324,1,,,,,,,,,,,
19,885,49,8,74,905,1,,,,,,,,,,,
23,505,45,6,71,376,1,,,,,,,,,,,
26,662,41,6,94,387,1,,,,,,,,,,,
22,780,74,10,86,806,1,,,,,,,,,,,
29,864,62,7,55,850,1,,,,,,,,,,,
28,778,58,7,94,485,1,,,,,,,,,,,
17,580,47,9,70,562,1,,,,,,,,,,,
34,807,73,8,97,336,1,,,,,,,,,,,
15,886,61,5,53,305,1,,,,,,,,,,,
29,827,44,4,76,288,1,,,,,,,,,,,
12,946,75,6,94,444,1,,,,,,,,,,,
30,570,57,8,99,766,1,,,,,,,,,,,
37,951,78,8,72,728,1,,,,,,,,,,,
35,853,44,3,53,214,1,,,,,,,,,,,
32,557,75,7,59,604,1,,,,,,,,,,,
19,884,62,4,57,942,1,,,,,,,,,,,
14,920,49,5,85,834,1,,,,,,,,,,,
15,529,50,3,71,830,1,,,,,,,,,,,
26,856,54,4,97,232,1,,,,,,,,,,,
40,973,80,4,80,433,1,,,,,,,,,,,
19,976,46,3,84,869,1,,,,,,,,,,,
37,618,55,9,71,835,1,,,,,,,,,,,
34,934,79,5,70,295,1,,,,,,,,,,,
24,647,60,3,75,188,1,,,,,,,,,,,
15,705,75,9,59,894,1,,,,,,,,,,,
24,680,64,4,59,669,1,,,,,,,,,,,
19,980,53,7,66,959,1,,,,,,,,,,,
17,557,70,9,70,546,1,,,,,,,,,,,
19,994,53,10,85,347,1,,,,,,,,,,,
21,678,45,5,98,840,1,,,,,,,,,,,
30,952,61,4,99,731,1,,,,,,,,,,,
26,915,69,7,95,231,1,,,,,,,,,,,
15,827,45,7,66,324,1,,,,,,,,,,,
25,630,75,6,68,735,1,,,,,,,,,,,
22,769,59,4,87,470,1,,,,,,,,,,,
19,991,56,8,80,348,1,,,,,,,,,,,
16,969,68,7,89,274,1,,,,,,,,,,,
13,652,40,9,70,667,1,,,,,,,,,,,
39,769,45,8,87,639,1,,,,,,,,,,,
13,766,41,10,83,372,1,,,,,,,,,,,
39,671,53,3,85,968,1,,,,,,,,,,,
12,851,50,8,58,589,1,,,,,,,,,,,
11,882,77,10,99,758,1,,,,,,,,,,,
27,888,46,8,91,309,1,,,,,,,,,,,
16,889,53,9,87,909,1,,,,,,,,,,,
34,669,78,6,50,889,1,,,,,,,,,,,
25,821,62,7,84,563,1,,,,,,,,,,,
29,614,77,3,78,879,1,,,,,,,,,,,
22,588,68,8,96,478,1,,,,,,,,,,,
11,822,75,5,58,656,1,,,,,,,,,,,
20,676,56,8,68,438,1,,,,,,,,,,,
23,914,63,8,53,443,1,,,,,,,,,,,
27,518,80,10,52,505,1,,,,,,,,,,,
24,500,46,6,78,789,1,,,,,,,,,,,
27,591,44,4,50,932,1,,,,,,,,,,,
33,963,79,7,94,183,1,,,,,,,,,,,
36,681,67,5,78,750,1,,,,,,,,,,,
38,642,52,4,74,370,1,,,,,,,,,,,
17,744,73,7,80,208,1,,,,,,,,,,,
36,502,48,4,71,990,1,,,,,,,,,,,
22,707,41,4,62,580,1,,,,,,,,,,,
28,943,76,4,58,828,1,,,,,,,,,,,
13,905,40,8,96,818,1,,,,,,,,,,,
13,644,56,7,87,421,1,,,,,,,,,,,
21,600,54,5,75,794,1,,,,,,,,,,,
18,853,54,4,65,261,1,,,,,,,,,,,
28,634,68,6,62,238,1,,,,,,,,,,,
36,708,62,5,62,897,1,,,,,,,,,,,
38,851,42,3,67,1000,1,,,,,,,,,,,
21,656,58,4,76,860,1,,,,,,,,,,,
28,511,53,8,71,209,1,,,,,,,,,,,
27,732,42,7,62,700,1,,,,,,,,,,,
15,722,45,3,84,671,1,,,,,,,,,,,
36,998,68,6,90,846,1,,,,,,,,,,,
11,525,52,7,54,335,1,,,,,,,,,,,
10,519,43,8,78,257,1,,,,,,,,,,,
17,849,63,3,92,831,1,,,,,,,,,,,
10,930,40,9,84,315,1,,,,,,,,,,,
20,732,62,9,55,910,1,,,,,,,,,,,
35,760,63,3,72,263,1,,,,,,,,,,,
32,996,54,10,82,715,1,,,,,,,,,,,
23,540,50,7,50,879,1,,,,,,,,,,,
25,922,54,3,81,928,1,,,,,,,,,,,
22,835,51,5,87,165,1,,,,,,,,,,,
31,646,78,3,99,263,1,,,,,,,,,,,
24,845,80,8,86,696,1,,,,,,,,,,,
35,549,65,7,98,519,1,,,,,,,,,,,
20,937,68,7,63,875,1,,,,,,,,,,,
28,742,42,9,71,318,1,,,,,,,,,,,
38,588,61,8,66,215,1,,,,,,,,,,,
27,567,52,10,96,986,1,,,,,,,,,,,
24,731,44,8,91,317,1,,,,,,,,,,,
31,640,46,5,59,354,1,,,,,,,,,,,
24,510,59,8,54,859,1,,,,,,,,,,,
10,527,59,4,53,506,1,,,,,,,,,,,
39,945,54,10,71,725,1,,,,,,,,,,,
39,670,43,5,66,986,1,,,,,,,,,,,
25,787,61,6,90,850,1,,,,,,,,,,,
28,964,40,6,73,189,1,,,,,,,,,,,
30,693,69,8,78,795,1,,,,,,,,,,,
18,905,78,9,92,874,1,,,,,,,,,,,
38,849,42,4,95,940,1,,,,,,,,,,,
34,715,40,7,81,679,1,,,,,,,,,,,
32,875,76,3,100,711,1,,,,,,,,,,,
31,551,40,9,81,448,1,,,,,,,,,,,
21,509,79,10,81,318,1,,,,,,,,,,,
39,571,60,5,73,451,1,,,,,,,,,,,
39,707,45,7,58,392,1,,,,,,,,,,,
29,828,50,8,64,627,1,,,,,,,,,,,
35,645,50,7,74,692,1,,,,,,,,,,,
27,675,47,7,97,881,1,,,,,,,,,,,
18,861,76,6,55,706,1,,,,,,,,,,,
28,728,71,3,88,256,1,,,,,,,,,,,
22,751,55,10,81,217,1,,,,,,,,,,,
10,526,79,6,98,313,1,,,,,,,,,,,
19,792,56,7,88,151,1,,,,,,,,,,,
21,933,75,10,58,468,1,,,,,,,,,,,
35,941,49,3,64,610,1,,,,,,,,,,,
23,853,74,3,82,190,1,,,,,,,,,,,
19,535,43,4,59,848,1,,,,,,,,,,,
20,560,58,4,64,522,1,,,,,,,,,,,
18,907,53,7,93,591,1,,,,,,,,,,,
24,698,60,4,61,431,1,,,,,,,,,,,
15,556,62,8,50,361,1,,,,,,,,,,,
24,956,57,8,99,777,1,,,,,,,,,,,
29,770,62,10,72,764,1,,,,,,,,,,,
21,976,65,5,93,730,1,,,,,,,,,,,
22,795,80,5,80,982,1,,,,,,,,,,,
38,829,40,7,100,378,1,,,,,,,,,,,
15,866,49,4,74,937,1,,,,,,,,,,,
31,711,78,4,86,254,1,,,,,,,,,,,
10,996,66,9,57,167,1,,,,,,,,,,,
30,977,43,4,56,256,1,,,,,,,,,,,
10,575,73,9,65,692,1,,,,,,,,,,,
27,520,49,6,81,730,1,,,,,,,,,,,
37,571,51,5,60,919,1,,,,,,,,,,,
20,880,80,8,61,444,1,,,,,,,,,,,
24,997,44,3,91,477,1,,,,,,,,,,,
33,572,79,5,91,779,1,,,,,,,,,,,
22,554,74,6,55,292,1,,,,,,,,,,,
35,694,58,6,58,729,1,,,,,,,,,,,
26,900,49,9,71,834,1,,,,,,,,,,,
35,515,48,7,85,411,1,,,,,,,,,,,
11,830,42,10,72,429,1,,,,,,,,,,,
12,578,58,10,98,796,1,,,,,,,,,,,
34,986,72,8,86,383,1,,,,,,,,,,,
29,619,79,5,51,641,1,,,,,,,,,,,
12,783,48,9,59,565,1,,,,,,,,,,,
24,679,63,3,82,324,1,,,,,,,,,,,
34,987,65,10,57,507,1,,,,,,,,,,,
10,735,64,5,93,355,1,,,,,,,,,,,
32,686,72,9,59,646,1,,,,,,,,,,,
23,562,80,10,80,359,1,,,,,,,,,,,
27,661,78,9,88,305,1,,,,,,,,,,,
36,564,61,4,53,883,1,,,,,,,,,,,
24,954,42,8,51,291,1,,,,,,,,,,,
10,925,55,10,90,927,1,,,,,,,,,,,
33,981,77,5,99,374,1,,,,,,,,,,,
38,975,79,9,76,429,1,,,,,,,,,,,
36,685,52,7,71,710,1,,,,,,,,,,,
14,804,73,7,64,723,1,,,,,,,,,,,
15,965,47,10,50,827,1,,,,,,,,,,,
33,659,67,4,66,210,1,,,,,,,,,,,
14,608,55,10,66,639,1,,,,,,,,,,,
20,687,45,3,85,600,1,,,,,,,,,,,
36,534,44,7,65,450,1,,,,,,,,,,,
23,534,58,10,67,592,1,,,,,,,,,,,
29,535,45,3,87,862,1,,,,,,,,,,,
38,975,47,6,83,542,1,,,,,,,,,,,
39,705,71,5,94,177,1,,,,,,,,,,,
25,544,56,10,89,549,1,,,,,,,,,,,
24,990,75,6,97,782,1,,,,,,,,,,,
19,543,55,10,75,687,1,,,,,,,,,,,
35,996,52,6,64,794,1,,,,,,,,,,,
27,640,72,4,91,885,1,,,,,,,,,,,
22,510,57,5,59,553,1,,,,,,,,,,,
23,834,70,8,82,644,1,,,,,,,,,,,
30,820,42,9,70,341,1,,,,,,,,,,,
25,863,73,10,79,737,1,,,,,,,,,,,
31,795,55,10,52,806,1,,,,,,,,,,,
32,632,68,5,67,845,1,,,,,,,,,,,
24,942,56,10,63,718,1,,,,,,,,,,,
20,719,55,10,85,529,1,,,,,,,,,,,
13,843,41,6,72,433,1,,,,,,,,,,,
18,653,62,9,88,582,1,,,,,,,,,,,
11,657,46,3,84,902,1,,,,,,,,,,,
36,972,57,3,59,495,1,,,,,,,,,,,
20,903,65,4,51,679,1,,,,,,,,,,,
40,519,64,3,86,980,1,,,,,,,,,,,
21,656,43,3,98,927,1,,,,,,,,,,,
28,715,53,3,78,155,1,,,,,,,,,,,
34,817,72,8,62,396,1,,,,,,,,,,,
32,691,62,3,78,770,1,,,,,,,,,,,
28,823,73,6,83,736,1,,,,,,,,,,,
11,953,51,5,88,316,1,,,,,,,,,,,
14,798,78,7,50,943,1,,,,,,,,,,,
29,947,53,7,65,605,1,,,,,,,,,,,
14,824,44,4,64,465,1,,,,,,,,,,,
24,603,60,7,71,912,1,,,,,,,,,,,
35,744,58,3,98,503,1,,,,,,,,,,,
26,811,42,4,79,807,1,,,,,,,,,,,
38,835,73,3,54,690,1,,,,,,,,,,,
38,526,69,10,89,350,1,,,,,,,,,,,
22,975,80,9,85,274,1,,,,,,,,,,,
10,966,66,8,68,531,1,,,,,,,,,,,
34,605,47,10,83,493,1,,,,,,,,,,,
11,570,78,7,66,653,1,,,,,,,,,,,
35,743,76,3,50,821,1,,,,,,,,,,,
25,929,63,6,85,554,1,,,,,,,,,,,
30,766,64,7,59,255,1,,,,,,,,,,,
28,762,55,4,65,318,1,,,,,,,,,,,
29,734,62,7,62,931,1,,,,,,,,,,,
37,10,46,1,36,2255,2,,,,,,,,,,,
31,38,26,2,35,2285,2,,,,,,,,,,,
26,58,12,1,41,2023,2,,,,,,,,,,,
38,51,32,2,32,2344,2,,,,,,,,,,,
34,124,72,1,49,2361,2,,,,,,,,,,,
34,59,45,3,48,2583,2,,,,,,,,,,,
49,38,69,2,46,2686,2,,,,,,,,,,,
27,33,54,2,41,2200,2,,,,,,,,,,,
49,16,77,3,42,2333,2,,,,,,,,,,,
37,98,31,2,36,2483,2,,,,,,,,,,,
30,12,68,3,34,2124,2,,,,,,,,,,,
35,48,10,3,34,2585,2,,,,,,,,,,,
35,84,80,1,28,2215,2,,,,,,,,,,,
38,44,29,2,47,2543,2,,,,,,,,,,,
36,53,27,2,49,2174,2,,,,,,,,,,,
32,101,44,3,26,2559,2,,,,,,,,,,,
47,118,39,1,28,2601,2,,,,,,,,,,,
25,37,42,3,24,2587,2,,,,,,,,,,,
39,118,20,3,39,2299,2,,,,,,,,,,,
35,29,38,2,45,2229,2,,,,,,,,,,,
41,118,31,2,26,2696,2,,,,,,,,,,,
42,116,52,1,34,2350,2,,,,,,,,,,,
36,69,34,2,33,2649,2,,,,,,,,,,,
39,85,31,1,35,2699,2,,,,,,,,,,,
35,29,18,1,30,2524,2,,,,,,,,,,,
28,92,25,3,49,2127,2,,,,,,,,,,,
30,102,42,3,27,2658,2,,,,,,,,,,,
33,112,40,3,42,2137,2,,,,,,,,,,,
43,100,59,1,25,2194,2,,,,,,,,,,,
43,85,43,3,44,2521,2,,,,,,,,,,,
34,14,80,2,22,2276,2,,,,,,,,,,,
40,93,57,1,36,2553,2,,,,,,,,,,,
50,117,59,3,30,2370,2,,,,,,,,,,,
35,53,65,1,37,2633,2,,,,,,,,,,,
45,31,18,2,21,2079,2,,,,,,,,,,,
27,89,56,1,48,2101,2,,,,,,,,,,,
40,123,55,2,32,2158,2,,,,,,,,,,,
27,28,54,3,36,2692,2,,,,,,,,,,,
47,19,10,1,48,2324,2,,,,,,,,,,,
28,29,79,1,22,2425,2,,,,,,,,,,,
25,68,55,3,48,2070,2,,,,,,,,,,,
35,15,77,2,47,2210,2,,,,,,,,,,,
31,73,17,3,32,2398,2,,,,,,,,,,,
44,60,72,3,27,2526,2,,,,,,,,,,,
31,97,59,2,28,2528,2,,,,,,,,,,,
45,40,45,1,36,2311,2,,,,,,,,,,,
50,30,69,2,32,2301,2,,,,,,,,,,,
45,89,75,2,31,2484,2,,,,,,,,,,,
50,37,65,1,26,2480,2,,,,,,,,,,,
31,42,72,1,35,2307,2,,,,,,,,,,,
38,23,48,1,49,2376,2,,,,,,,,,,,
